year,round,type,institute,program,quota,category,gender,orank,crank
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",4761,9401
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA",191,191
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",520,2290
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",1308,2418
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",7059,13235
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",360,360
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",3147,4511
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",2058,3918
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",1382,2666
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",7660,18632
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",131,131
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",5669,13397
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",1045,3050
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",3454,5661
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",13057,20685
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",5724,7161
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",3282,4212
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",1385,2636
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",7770,14161
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",486,486
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",3801,11712
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",951,1964
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",668,2533
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",13532,17621
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",4916,5944
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",2771,4425
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",2467,2584
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN","NA",14151,25050
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",1165,1165
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",10132,19329
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","HS","SC","NA",2602,3741
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","HS","ST","NA",2980,4022
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN","NA",12036,18194
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",523,523
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",4816,6296
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","OS","SC","NA",3666,4633
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (4 Years, Bachelor of Technology)","OS","ST","NA",3117,3490
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",10318,21373
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",312,312
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",7155,15215
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",1192,3271
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",1405,5284
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",11953,20979
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",5089,6970
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",1615,4603
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",863,2176
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",26650,34842
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",23867,26918
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",3870,5287
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",5815,5815
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",24702,32672
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",9354,11691
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",5150,5486
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",5750,5750
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",17681,36731
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",21473,28098
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",5204,5304
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",9400,9400
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",24979,33866
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",8401,10124
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",5015,6137
2017,7,"NIT","Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",4557,4557
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",8396,12736
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",497,497
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",3233,5046
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",370,3560
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",2194,2652
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN","NA",12823,17772
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN (PwD)","NA",770,770
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OBC-NCL","NA",4189,6718
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OBC-NCL (PwD)","NA",632,632
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","SC","NA",3806,5830
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","ST","NA",3376,5505
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OPEN","NA",12872,22199
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","OBC-NCL","NA",6672,8662
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","SC","NA",5370,7284
2017,7,"3IT","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and M. Tech. /MBA)","AI","ST","NA",4243,6229
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",13869,21853
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",684,684
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",4870,9124
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",2891,5809
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",804,3406
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",18882,30321
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",1679,1679
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",7543,11538
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",4308,6955
2017,7,"3IT","Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",2074,4194
2017,7,"3IT","Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",6514,25867
2017,7,"3IT","Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",5982,9004
2017,7,"3IT","Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",3576,6784
2017,7,"3IT","Indian Institute of Information Technology Guwahati","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",2199,5637
2017,7,"3IT","Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",26066,32112
2017,7,"3IT","Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",9930,11415
2017,7,"3IT","Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",6326,7369
2017,7,"3IT","Indian Institute of Information Technology Guwahati","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",2541,4922
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",23433,34298
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",1288,1763
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",9487,12493
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",4033,7784
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",1511,5941
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",15542,21979
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",1778,1778
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",5596,9301
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",6407,6912
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",3935,5537
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",22856,31372
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",1007,1007
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",10845,12512
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",6230,7615
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",3477,4197
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","NA",22061,26817
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",2389,2389
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",9369,11954
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","SC","NA",4932,7755
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Information Technology (4 Years, Bachelor of Technology)","AI","ST","NA",3579,6046
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",21099,28694
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",1233,1233
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",8645,11398
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",4104,7872
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",4401,5769
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",30170,35607
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",1082,1082
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",10147,13011
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",6140,8175
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC (PwD)","NA",77,77
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",5745,6262
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","NA",27713,33566
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",2285,2285
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",10732,13276
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","SC","NA",7272,8339
2017,7,"3IT","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","Information Technology (4 Years, Bachelor of Technology)","AI","ST","NA",5595,6183
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",9784,23084
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",698,1690
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",5244,10428
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",998,998
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",2280,7229
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",2509,5190
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",16829,27590
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",7739,10867
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",4374,6911
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Sri City, Chittoor District, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",567,4350
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",12481,26827
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",1732,1732
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",6344,10824
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",5602,7870
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",2282,4423
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","NA",22947,31351
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",8024,12061
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","SC","NA",6189,8041
2017,7,"3IT","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)","AI","ST","NA",3734,6017
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",6830,10782
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",261,261
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",2849,4608
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",219,219
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",1968,2719
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",1422,2487
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering and M.Tech (ECE) Spl. (Micro Electronics) (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",7529,11367
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering and M.Tech (ECE) Spl. (Micro Electronics) (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",4543,4847
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering and M.Tech (ECE) Spl. (Micro Electronics) (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",3000,3000
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering and M.Tech. Bio-Medical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",12745,14259
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering and M.Tech. Bio-Medical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",5718,5725
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering and M.Tech. Bio-Medical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",4632,4632
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering and MBA (Information Technology) (5 Years, Bachelor of Technology and MBA (Dual Degree))","AI","OPEN","NA",11133,12063
2017,7,"3IT","Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering and MBA (Information Technology) (5 Years, Bachelor of Technology and MBA (Dual Degree))","AI","OBC-NCL","NA",4711,4711
